shipment_id,vehicle_id,vehicle_type,capacity_kg,product_name,product_type,product_min_temp,product_max_temp,batch_quantity,expiry_date,departure_date,origin,destination,journey_duration_min,shipment_status,overall_compliance,temperature_status,sensor_reliability,custody_evidence_quality,route_reliability,total_readings,missing_readings,offline_readings,avg_temperature_c,obs_min_temp,obs_max_temp,stddev_temperature_c,avg_battery_level,avg_signal_strength,total_events,traffic_delay_events,route_deviation_events,total_delay_minutes,total_handovers,signed_handovers,missing_signatures,signature_rate_pct
SHP0089,V016,Refrigerated Truck,1500.0,Cheese,Chilled,2.0,8.0,184,2026-08-31,2026-08-03,Hyderabad,Kochi,88.0,Completed,Compliant,Compliant,Valid,Complete,Normal,18,0,0,5.235,4.66,5.99,0.325,83.44,83.78,5,0,0,0,3,3,0,100.0
SHP0090,V022,Refrigerated Van,500.0,Frozen Corn,Frozen,-25.0,-18.0,216,2026-08-11,2026-08-06,Hyderabad,Bengaluru,148.0,Completed,Review,Compliant,Review,Complete,Delayed,30,1,0,-20.969,-21.93,-19.7,0.527,84.85,84.83,8,1,0,13,4,4,0,100.0
SHP0091,V023,Refrigerated Van,750.0,Fresh Milk,Chilled,2.0,8.0,182,2026-08-27,2026-08-01,Coimbatore,Hyderabad,243.0,Completed,Review,Compliant,Review,Complete,Normal,49,0,0,4.89,4.13,5.82,0.39,85.74,83.65,7,0,0,0,2,2,0,100.0
SHP0092,V030,Refrigerated Truck,1500.0,Cheese,Chilled,2.0,8.0,217,2026-08-25,2026-08-02,Bengaluru,Chennai,240.0,Completed,Compliant,Compliant,Valid,Complete,Normal,49,0,0,4.882,4.21,5.52,0.316,86.8,85.27,7,0,0,0,2,2,0,100.0
SHP0093,V049,Refrigerated Van,1200.0,Frozen French Fries,Frozen,-25.0,-18.0,38,2026-08-08,2026-08-03,Bengaluru,Coimbatore,312.0,Completed,Review,Compliant,Valid,Complete,Deviation,63,0,0,-21.059,-21.88,-20.34,0.36,84.63,83.78,7,0,1,0,2,2,0,100.0
SHP0094,V040,Refrigerated Truck,3000.0,Fresh Milk,Chilled,2.0,8.0,245,2026-08-07,2026-08-06,Mumbai,Kochi,79.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,16,0,0,5.052,4.24,5.67,0.443,85.93,87.5,8,1,0,37,2,2,0,100.0
SHP0095,V010,Refrigerated Truck,2500.0,Fresh Milk,Chilled,2.0,8.0,93,2026-08-17,2026-08-03,Bangalore,Chennai,172.0,Completed,Compliant,Compliant,Valid,Complete,Normal,35,0,0,5.03,4.36,5.74,0.357,81.92,86.86,8,0,0,0,3,3,0,100.0
SHP0096,V026,Refrigerated Truck,2500.0,Frozen Peas,Frozen,-25.0,-18.0,260,2026-08-29,2026-08-02,Chennai,Mumbai,229.0,Completed,Compliant,Compliant,Valid,Complete,Normal,46,0,0,-20.918,-21.96,-19.74,0.461,86.82,82.72,5,0,0,0,4,4,0,100.0
SHP0097,V095,Refrigerated Van,750.0,Fresh Paneer,Chilled,2.0,8.0,223,2026-08-24,2026-08-06,Bengaluru,Hyderabad,150.0,Completed,Review,Compliant,Valid,Review,Delayed,31,0,0,4.817,3.92,5.66,0.394,86.7,85.23,8,1,0,52,4,3,1,75.0
SHP0098,V026,Refrigerated Truck,2500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,293,2026-08-16,2026-08-06,Madurai,Chennai,360.0,Completed,Review,Compliant,Review,Complete,Normal,73,0,0,-21.013,-22.14,-19.87,0.411,86.77,84.18,8,0,0,0,3,3,0,100.0
SHP0099,V042,Refrigerated Truck,2000.0,Cheese,Chilled,2.0,8.0,297,2026-08-05,2026-08-03,Coimbatore,Bangalore,246.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,50,0,0,5.052,4.24,5.72,0.368,85.19,84.06,5,1,0,10,4,4,0,100.0
SHP0100,V051,Refrigerated Truck,3000.0,Frozen Corn,Frozen,-25.0,-18.0,167,2026-08-11,2026-08-04,Bangalore,Madurai,262.0,Completed,Compliant,Compliant,Valid,Complete,Normal,53,0,0,-21.073,-22.05,-20.06,0.38,86.18,85.51,8,0,0,0,2,2,0,100.0
SHP0101,V040,Refrigerated Truck,3000.0,Frozen French Fries,Frozen,-25.0,-18.0,70,2026-08-28,2026-08-02,Bengaluru,Bangalore,225.0,Completed,Review,Warning,Valid,Complete,Normal,46,0,0,-20.816,-22.2,-7.13,2.117,85.39,83.91,7,0,0,0,3,3,0,100.0
SHP0102,V062,Refrigerated Truck,3000.0,Frozen French Fries,Frozen,-25.0,-18.0,105,2026-08-26,2026-08-05,Coimbatore,Salem,222.0,Completed,Compliant,Compliant,Valid,Complete,Normal,45,0,0,-21.022,-21.81,-20.12,0.391,84.51,85.58,6,0,0,0,3,3,0,100.0
SHP0103,V085,Refrigerated Van,1200.0,Fresh Milk,Chilled,2.0,8.0,43,2026-08-14,2026-08-01,Coimbatore,Mumbai,242.0,Completed,Compliant,Compliant,Valid,Complete,Normal,49,0,0,4.95,4.3,5.68,0.36,85.72,84.86,8,0,0,0,4,4,0,100.0
SHP0104,V040,Refrigerated Truck,3000.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,203,2026-08-15,2026-08-05,Hyderabad,Bengaluru,217.0,Completed,Non-Compliant,Critical,Valid,Complete,Normal,44,0,0,-20.591,-21.95,-15.01,1.595,84.43,86.23,5,0,0,0,2,2,0,100.0
SHP0105,V005,Refrigerated Truck,1500.0,Yogurt,Chilled,2.0,8.0,145,2026-08-20,2026-08-04,Kochi,Coimbatore,60.0,Completed,Review,Warning,Valid,Complete,Delayed,13,0,0,5.761,4.73,14.66,2.681,86.33,82.92,5,1,0,54,2,2,0,100.0
SHP0106,V002,Refrigerated Truck,2000.0,Fresh Cream,Chilled,2.0,8.0,112,2026-08-09,2026-08-04,Bengaluru,Salem,153.0,Completed,Non-Compliant,Critical,Valid,Review,Delayed,31,1,0,5.656,4.0,11.01,1.831,83.65,85.97,7,1,0,10,3,2,1,66.67
SHP0107,V047,Refrigerated Van,500.0,Frozen Peas,Frozen,-25.0,-18.0,215,2026-08-23,2026-08-05,Bengaluru,Madurai,349.0,Completed,Non-Compliant,Critical,Review,Complete,Normal,70,0,0,-20.725,-21.89,-15.13,1.333,85.53,85.57,8,0,0,0,3,3,0,100.0
SHP0108,V079,Refrigerated Van,500.0,Frozen French Fries,Frozen,-25.0,-18.0,93,2026-08-11,2026-08-07,Bangalore,Pune,99.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,20,0,0,-21.08,-21.87,-20.33,0.42,89.21,83.7,7,1,0,34,2,2,0,100.0
SHP0109,V004,Refrigerated Van,500.0,Fresh Paneer,Chilled,2.0,8.0,255,2026-08-12,2026-08-05,Hyderabad,Madurai,105.0,Completed,Compliant,Compliant,Valid,Complete,Normal,22,0,0,5.061,4.44,5.83,0.35,83.56,87.32,7,0,0,0,3,3,0,100.0
SHP0110,V063,Refrigerated Van,500.0,Frozen French Fries,Frozen,-25.0,-18.0,167,2026-08-25,2026-08-05,Madurai,Pune,167.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,34,0,0,-20.971,-21.73,-20.22,0.359,84.51,87.12,8,1,0,34,4,4,0,100.0
SHP0111,V065,Refrigerated Van,500.0,Frozen Peas,Frozen,-25.0,-18.0,246,2026-08-15,2026-08-02,Hyderabad,Bangalore,115.0,Completed,Compliant,Compliant,Valid,Complete,Normal,24,0,0,-21.023,-21.87,-20.27,0.368,83.83,83.5,6,0,0,0,3,3,0,100.0
SHP0112,V011,Refrigerated Van,750.0,Cheese,Chilled,2.0,8.0,148,2026-08-18,2026-08-01,Chennai,Salem,274.0,Completed,Compliant,Compliant,Valid,Complete,Normal,55,1,0,4.976,3.83,5.69,0.468,87.27,84.13,6,0,0,0,3,3,0,100.0
SHP0113,V083,Refrigerated Van,1000.0,Yogurt,Chilled,2.0,8.0,216,2026-08-31,2026-08-05,Coimbatore,Salem,253.0,Completed,Review,Compliant,Valid,Complete,Deviation,51,0,0,5.02,4.35,5.86,0.336,87.28,82.22,8,0,1,0,4,4,0,100.0
SHP0114,V042,Refrigerated Truck,2000.0,Fresh Milk,Chilled,2.0,8.0,141,2026-08-16,2026-08-07,Madurai,Mumbai,305.0,Completed,Compliant,Compliant,Valid,Complete,Normal,62,0,0,5.025,3.73,5.96,0.366,85.25,84.35,5,0,0,0,3,3,0,100.0
SHP0115,V019,Refrigerated Truck,1500.0,Fresh Cream,Chilled,2.0,8.0,171,2026-08-26,2026-08-02,Bengaluru,Hyderabad,97.0,Completed,Review,Compliant,Review,Complete,Normal,20,0,0,4.927,3.73,5.48,0.453,83.62,87.15,8,0,0,0,4,4,0,100.0
SHP0116,V018,Refrigerated Truck,1500.0,Fresh Milk,Chilled,2.0,8.0,222,2026-08-12,2026-08-05,Chennai,Kochi,193.0,Completed,Non-Compliant,Compliant,Review,Review,Delayed,39,0,0,4.893,4.16,6.1,0.42,82.09,82.28,6,2,0,59,4,3,1,75.0
SHP0117,V086,Refrigerated Van,1200.0,Frozen Paneer,Frozen,-25.0,-18.0,45,2026-08-23,2026-08-02,Bangalore,Madurai,252.0,Completed,Review,Compliant,Valid,Review,Delayed,51,0,0,-20.982,-22.05,-19.77,0.442,85.92,86.47,6,1,0,43,4,3,1,75.0
SHP0118,V051,Refrigerated Truck,3000.0,Fresh Paneer,Chilled,2.0,8.0,137,2026-08-23,2026-08-07,Coimbatore,Bangalore,107.0,Completed,Compliant,Compliant,Valid,Complete,Normal,22,0,0,4.96,4.46,5.64,0.358,83.41,84.64,5,0,0,0,4,4,0,100.0
SHP0119,V052,Refrigerated Truck,1500.0,Yogurt,Chilled,2.0,8.0,117,2026-08-23,2026-08-01,Madurai,Bengaluru,307.0,Completed,Compliant,Compliant,Valid,Complete,Normal,62,0,0,5.035,4.12,5.7,0.384,87.33,83.81,6,0,0,0,3,3,0,100.0
SHP0120,V039,Refrigerated Truck,2000.0,Yogurt,Chilled,2.0,8.0,69,2026-08-24,2026-08-06,Chennai,Salem,282.0,Completed,Compliant,Compliant,Valid,Complete,Normal,57,1,0,5.02,4.11,6.25,0.433,85.04,85.67,7,0,0,0,2,2,0,100.0
SHP0121,V081,Refrigerated Van,500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,245,2026-08-05,2026-08-03,Coimbatore,Chennai,165.0,Completed,Compliant,Compliant,Valid,Complete,Normal,34,0,0,-20.956,-21.84,-20.04,0.49,84.5,85.21,5,0,0,0,2,2,0,100.0
SHP0122,V035,Refrigerated Van,750.0,Yogurt,Chilled,2.0,8.0,66,2026-08-13,2026-08-05,Hyderabad,Salem,336.0,Completed,Review,Compliant,Valid,Review,Delayed,68,0,0,5.005,4.27,6.02,0.355,84.16,87.19,8,2,0,37,4,3,1,75.0
SHP0123,V064,Refrigerated Truck,2500.0,Cheese,Chilled,2.0,8.0,109,2026-08-10,2026-08-04,Kochi,Hyderabad,261.0,Completed,Non-Compliant,Compliant,Review,Review,Deviation,53,0,0,5.023,4.17,6.17,0.358,82.5,83.91,5,0,1,0,4,3,1,75.0
SHP0124,V095,Refrigerated Van,750.0,Frozen Paneer,Frozen,-25.0,-18.0,207,2026-08-20,2026-08-02,Bengaluru,Mumbai,87.0,Completed,Compliant,Compliant,Valid,Complete,Normal,18,0,0,-21.137,-21.78,-20.28,0.396,84.41,84.78,5,0,0,0,2,2,0,100.0
SHP0125,V086,Refrigerated Van,1200.0,Yogurt,Chilled,2.0,8.0,151,2026-08-30,2026-08-03,Madurai,Chennai,210.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,43,0,0,5.025,4.26,6.17,0.388,86.35,82.95,8,1,0,44,4,4,0,100.0
SHP0126,V082,Refrigerated Truck,1500.0,Fresh Paneer,Chilled,2.0,8.0,193,2026-08-29,2026-08-01,Bengaluru,Pune,73.0,Completed,Review,Compliant,Valid,Complete,Deviation,15,0,0,5.149,4.44,5.83,0.396,83.99,84.8,6,0,1,0,2,2,0,100.0
SHP0127,V018,Refrigerated Truck,1500.0,Frozen French Fries,Frozen,-25.0,-18.0,58,2026-08-08,2026-08-02,Hyderabad,Coimbatore,101.0,Completed,Review,Compliant,Review,Complete,Deviation,21,0,0,-21.071,-21.65,-20.19,0.408,86.32,86.52,7,0,1,0,2,2,0,100.0
SHP0128,V098,Refrigerated Truck,3000.0,Frozen French Fries,Frozen,-25.0,-18.0,207,2026-08-06,2026-08-02,Pune,Bangalore,263.0,Completed,Review,Compliant,Valid,Complete,Deviation,53,0,0,-20.978,-21.6,-19.96,0.384,84.83,84.11,6,0,1,0,2,2,0,100.0
SHP0129,V081,Refrigerated Van,500.0,Fresh Milk,Chilled,2.0,8.0,155,2026-08-21,2026-08-04,Pune,Kochi,338.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,68,1,0,4.931,4.1,6.03,0.397,84.51,84.1,7,1,0,57,3,3,0,100.0
SHP0130,V019,Refrigerated Truck,1500.0,Frozen French Fries,Frozen,-25.0,-18.0,208,2026-08-25,2026-08-01,Salem,Coimbatore,255.0,Completed,Review,Compliant,Review,Complete,Normal,52,0,0,-21.103,-21.87,-20.46,0.361,86.95,85.73,7,0,0,0,3,3,0,100.0
SHP0131,V065,Refrigerated Van,500.0,Fresh Cream,Chilled,2.0,8.0,215,2026-08-30,2026-08-04,Madurai,Coimbatore,194.0,Completed,Review,Compliant,Valid,Complete,Deviation,39,0,0,4.997,4.21,5.71,0.357,84.79,83.51,8,0,1,0,4,4,0,100.0
SHP0132,V041,Refrigerated Truck,2000.0,Fresh Milk,Chilled,2.0,8.0,139,2026-08-19,2026-08-05,Pune,Kochi,197.0,Completed,Review,Compliant,Valid,Review,Deviation,40,0,0,4.994,3.99,5.83,0.425,82.51,85.95,8,0,1,0,3,2,1,66.67
SHP0133,V049,Refrigerated Van,1200.0,Frozen Paneer,Frozen,-25.0,-18.0,187,2026-08-23,2026-08-04,Bengaluru,Chennai,109.0,Completed,Review,Compliant,Valid,Complete,Deviation,22,0,0,-21.04,-21.6,-20.0,0.403,85.21,85.82,5,0,1,0,4,4,0,100.0
SHP0134,V070,Refrigerated Van,1000.0,Frozen Peas,Frozen,-25.0,-18.0,257,2026-08-26,2026-08-02,Bangalore,Madurai,176.0,Completed,Non-Compliant,Critical,Valid,Review,Delayed,36,0,0,-20.399,-21.67,-15.1,1.606,85.27,85.53,7,1,0,24,2,0,2,0.0
SHP0135,V075,Refrigerated Van,750.0,Cheese,Chilled,2.0,8.0,79,2026-08-08,2026-08-01,Mumbai,Chennai,327.0,Completed,Compliant,Compliant,Valid,Complete,Normal,66,0,0,5.016,3.9,5.83,0.404,83.51,84.62,7,0,0,0,4,4,0,100.0
SHP0136,V090,Refrigerated Truck,3000.0,Frozen Peas,Frozen,-25.0,-18.0,175,2026-08-19,2026-08-04,Salem,Mumbai,303.0,Completed,Review,Compliant,Review,Complete,Normal,61,0,0,-21.022,-22.13,-19.87,0.438,85.58,85.02,5,0,0,0,2,2,0,100.0
SHP0137,V057,Refrigerated Van,1000.0,Frozen Peas,Frozen,-25.0,-18.0,140,2026-08-21,2026-08-01,Bengaluru,Hyderabad,100.0,Completed,Non-Compliant,Critical,Valid,Review,Normal,21,0,0,-19.71,-21.83,-5.86,3.554,84.18,87.05,5,0,0,0,4,3,1,75.0
SHP0138,V058,Refrigerated Van,500.0,Frozen French Fries,Frozen,-25.0,-18.0,252,2026-08-15,2026-08-06,Salem,Chennai,324.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,65,0,0,-21.052,-21.88,-20.16,0.354,84.55,85.98,7,1,0,50,3,3,0,100.0
SHP0139,V035,Refrigerated Van,750.0,Fresh Cream,Chilled,2.0,8.0,99,2026-08-17,2026-08-01,Bengaluru,Coimbatore,289.0,Completed,Compliant,Compliant,Valid,Complete,Normal,58,0,0,4.929,4.0,6.24,0.468,85.98,85.79,5,0,0,0,3,3,0,100.0
SHP0140,V023,Refrigerated Van,750.0,Frozen French Fries,Frozen,-25.0,-18.0,228,2026-08-12,2026-08-05,Coimbatore,Hyderabad,81.0,Completed,Review,Compliant,Review,Complete,Normal,17,0,0,-21.115,-21.89,-19.83,0.499,87.62,82.12,7,0,0,0,2,2,0,100.0
SHP0141,V097,Refrigerated Truck,2000.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,131,2026-08-18,2026-08-02,Salem,Bangalore,163.0,Completed,Compliant,Compliant,Valid,Complete,Normal,33,0,0,-21.176,-21.96,-20.33,0.415,86.73,84.09,5,0,0,0,4,4,0,100.0
SHP0142,V020,Refrigerated Truck,1500.0,Yogurt,Chilled,2.0,8.0,205,2026-08-07,2026-08-06,Coimbatore,Bengaluru,94.0,Completed,Review,Compliant,Review,Complete,Normal,19,0,0,4.941,3.84,5.67,0.49,84.43,85.63,6,0,0,0,2,2,0,100.0
SHP0143,V049,Refrigerated Van,1200.0,Fresh Cream,Chilled,2.0,8.0,203,2026-08-05,2026-08-06,Bangalore,Salem,342.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,69,0,0,5.056,4.07,5.89,0.441,85.28,83.14,6,1,0,33,4,4,0,100.0
SHP0144,V001,Refrigerated Van,500.0,Fresh Paneer,Chilled,2.0,8.0,117,2026-08-07,2026-08-05,Madurai,Kochi,66.0,Completed,Compliant,Compliant,Valid,Complete,Normal,14,0,0,5.047,4.51,5.64,0.332,88.03,84.86,5,0,0,0,3,3,0,100.0
SHP0145,V061,Refrigerated Van,500.0,Fresh Milk,Chilled,2.0,8.0,128,2026-08-24,2026-08-07,Bengaluru,Mumbai,272.0,Completed,Review,Warning,Valid,Complete,Delayed,55,0,0,4.927,0.23,6.0,0.767,84.29,84.82,7,1,0,49,3,3,0,100.0
SHP0146,V093,Refrigerated Truck,2500.0,Frozen Peas,Frozen,-25.0,-18.0,190,2026-08-11,2026-08-07,Coimbatore,Bengaluru,111.0,Completed,Review,Compliant,Valid,Review,Delayed,23,0,0,-20.808,-21.6,-19.94,0.4,83.12,87.0,6,1,0,39,4,3,1,75.0
SHP0147,V039,Refrigerated Truck,2000.0,Frozen Paneer,Frozen,-25.0,-18.0,125,2026-08-06,2026-08-01,Bangalore,Bengaluru,206.0,Completed,Review,Compliant,Valid,Complete,Deviation,42,0,0,-21.033,-21.62,-20.06,0.36,86.88,84.86,8,0,1,0,3,3,0,100.0
SHP0148,V018,Refrigerated Truck,1500.0,Frozen Paneer,Frozen,-25.0,-18.0,130,2026-08-30,2026-08-01,Mumbai,Madurai,256.0,Completed,Compliant,Compliant,Valid,Complete,Normal,52,0,0,-21.004,-21.63,-20.24,0.359,84.74,84.35,8,0,0,0,3,3,0,100.0
SHP0149,V020,Refrigerated Truck,1500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,95,2026-08-29,2026-08-01,Pune,Bengaluru,79.0,Completed,Review,Compliant,Review,Complete,Delayed,16,0,0,-21.029,-21.69,-20.22,0.412,85.83,81.56,8,1,0,60,4,4,0,100.0
SHP0150,V005,Refrigerated Truck,1500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,94,2026-08-08,2026-08-06,Coimbatore,Kochi,265.0,Completed,Non-Compliant,Critical,Valid,Complete,Deviation,54,1,0,-20.715,-22.09,-15.37,1.292,86.39,83.98,6,0,1,0,4,4,0,100.0
SHP0151,V054,Refrigerated Truck,1500.0,Yogurt,Chilled,2.0,8.0,76,2026-08-25,2026-08-01,Chennai,Salem,181.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,37,1,0,5.032,4.12,6.06,0.389,82.26,84.76,5,1,0,56,3,3,0,100.0
SHP0152,V090,Refrigerated Truck,3000.0,Frozen Corn,Frozen,-25.0,-18.0,27,2026-08-15,2026-08-01,Chennai,Pune,250.0,Completed,Non-Compliant,Critical,Review,Complete,Normal,51,0,0,-20.539,-21.78,-15.04,1.564,84.98,83.78,8,0,0,0,3,3,0,100.0
SHP0153,V057,Refrigerated Van,1000.0,Frozen Paneer,Frozen,-25.0,-18.0,185,2026-08-04,2026-08-02,Chennai,Madurai,203.0,Completed,Compliant,Compliant,Valid,Complete,Normal,41,0,0,-21.033,-21.92,-19.89,0.463,86.69,85.44,8,0,0,0,2,2,0,100.0
SHP0154,V098,Refrigerated Truck,3000.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,46,2026-08-08,2026-08-07,Pune,Bangalore,213.0,Completed,Review,Compliant,Review,Complete,Delayed,43,0,0,-20.987,-21.78,-20.18,0.357,84.14,85.37,8,2,0,34,3,3,0,100.0
SHP0155,V079,Refrigerated Van,500.0,Fresh Cream,Chilled,2.0,8.0,78,2026-08-27,2026-08-05,Pune,Madurai,273.0,Completed,Review,Compliant,Valid,Review,Deviation,55,0,0,4.857,3.95,5.6,0.39,83.54,85.56,7,1,1,51,2,1,1,50.0
SHP0156,V032,Refrigerated Van,1200.0,Frozen French Fries,Frozen,-25.0,-18.0,249,2026-08-28,2026-08-06,Bengaluru,Bangalore,168.0,Completed,Review,Compliant,Valid,Review,Delayed,34,0,0,-21.003,-21.95,-20.0,0.418,85.29,86.82,8,1,0,53,3,2,1,66.67
SHP0157,V065,Refrigerated Van,500.0,Fresh Cream,Chilled,2.0,8.0,75,2026-08-18,2026-08-06,Salem,Pune,251.0,Completed,Non-Compliant,Critical,Valid,Complete,Normal,51,0,0,5.311,-4.01,11.68,2.198,87.03,83.94,6,0,0,0,3,3,0,100.0
SHP0158,V088,Refrigerated Van,500.0,Frozen Paneer,Frozen,-25.0,-18.0,42,2026-08-27,2026-08-02,Chennai,Mumbai,219.0,Completed,Compliant,Compliant,Valid,Complete,Normal,44,0,0,-20.959,-21.74,-20.14,0.407,83.97,85.93,8,0,0,0,2,2,0,100.0
SHP0159,V098,Refrigerated Truck,3000.0,Cheese,Chilled,2.0,8.0,35,2026-08-05,2026-08-04,Mumbai,Salem,328.0,Completed,Non-Compliant,Critical,Review,Complete,Deviation,66,0,0,5.343,4.05,11.67,1.553,84.8,86.48,8,0,1,0,3,3,0,100.0
SHP0160,V035,Refrigerated Van,750.0,Cheese,Chilled,2.0,8.0,238,2026-08-25,2026-08-02,Bengaluru,Chennai,162.0,Completed,Non-Compliant,Critical,Valid,Complete,Normal,33,0,0,5.627,3.92,11.81,2.025,85.24,86.45,7,0,0,0,3,3,0,100.0
SHP0161,V056,Refrigerated Van,1200.0,Frozen French Fries,Frozen,-25.0,-18.0,247,2026-08-06,2026-08-06,Chennai,Hyderabad,85.0,Completed,Review,Compliant,Valid,Review,Deviation,18,0,4,-21.005,-21.89,-20.42,0.463,83.17,65.61,7,0,1,0,3,2,1,66.67
SHP0162,V064,Refrigerated Truck,2500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,95,2026-08-06,2026-08-05,Madurai,Hyderabad,297.0,Completed,Review,Compliant,Review,Complete,Deviation,60,0,0,-21.003,-22.0,-19.83,0.484,86.09,85.33,8,0,1,0,2,2,0,100.0
SHP0163,V091,Refrigerated Truck,1500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,300,2026-08-26,2026-08-05,Mumbai,Salem,123.0,Completed,Review,Compliant,Valid,Review,Normal,25,0,0,-20.918,-21.47,-20.37,0.347,86.33,85.6,6,0,0,0,2,1,1,50.0
SHP0164,V072,Refrigerated Van,1000.0,Cheese,Chilled,2.0,8.0,291,2026-08-13,2026-08-03,Chennai,Hyderabad,288.0,Completed,Compliant,Compliant,Valid,Complete,Normal,58,1,0,4.916,4.06,6.01,0.46,83.34,84.19,5,0,0,0,4,4,0,100.0
SHP0165,V042,Refrigerated Truck,2000.0,Fresh Cream,Chilled,2.0,8.0,240,2026-08-07,2026-08-04,Coimbatore,Pune,239.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,48,0,0,4.966,4.35,6.41,0.417,85.33,85.67,5,1,0,15,2,2,0,100.0
SHP0166,V012,Refrigerated Truck,2500.0,Frozen Paneer,Frozen,-25.0,-18.0,130,2026-08-17,2026-08-07,Madurai,Coimbatore,106.0,Completed,Review,Compliant,Review,Complete,Normal,22,0,0,-21.085,-21.84,-19.98,0.485,83.4,82.14,5,0,0,0,3,3,0,100.0
SHP0167,V085,Refrigerated Van,1200.0,Yogurt,Chilled,2.0,8.0,231,2026-08-14,2026-08-06,Kochi,Chennai,143.0,Completed,Compliant,Compliant,Valid,Complete,Normal,29,0,0,4.957,4.26,5.58,0.403,84.47,83.14,5,0,0,0,4,4,0,100.0
SHP0168,V002,Refrigerated Truck,2000.0,Cheese,Chilled,2.0,8.0,232,2026-08-27,2026-08-07,Bengaluru,Hyderabad,175.0,Completed,Compliant,Compliant,Valid,Complete,Normal,36,0,0,5.089,4.22,6.07,0.441,85.75,85.78,8,0,0,0,4,4,0,100.0
SHP0169,V052,Refrigerated Truck,1500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,238,2026-08-14,2026-08-02,Hyderabad,Kochi,322.0,Completed,Compliant,Compliant,Valid,Complete,Normal,65,0,0,-20.971,-21.91,-20.18,0.395,86.57,86.14,6,0,0,0,4,4,0,100.0
SHP0170,V036,Refrigerated Van,1000.0,Fresh Paneer,Chilled,2.0,8.0,98,2026-08-25,2026-08-07,Chennai,Pune,148.0,Completed,Compliant,Compliant,Valid,Complete,Normal,30,0,0,5.069,4.16,5.82,0.437,84.82,83.37,8,0,0,0,4,4,0,100.0
SHP0171,V043,Refrigerated Van,1000.0,Fresh Milk,Chilled,2.0,8.0,66,2026-08-30,2026-08-05,Bengaluru,Chennai,216.0,Completed,Non-Compliant,Critical,Valid,Complete,Normal,44,0,0,5.453,4.05,10.95,1.56,86.41,86.11,8,0,0,0,3,3,0,100.0
SHP0172,V046,Refrigerated Van,1200.0,Frozen Peas,Frozen,-25.0,-18.0,241,2026-08-07,2026-08-02,Kochi,Salem,238.0,Completed,Compliant,Compliant,Valid,Complete,Normal,48,0,0,-21.033,-22.29,-20.24,0.408,83.02,86.42,8,0,0,0,2,2,0,100.0
SHP0173,V088,Refrigerated Van,500.0,Yogurt,Chilled,2.0,8.0,50,2026-08-22,2026-08-04,Pune,Kochi,214.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,43,0,0,5.002,4.17,5.95,0.432,85.24,82.74,8,1,0,45,4,4,0,100.0
SHP0174,V082,Refrigerated Truck,1500.0,Fresh Milk,Chilled,2.0,8.0,230,2026-08-15,2026-08-03,Mumbai,Bengaluru,112.0,Completed,Compliant,Compliant,Valid,Complete,Normal,23,0,0,4.989,4.09,6.25,0.444,88.28,83.35,7,0,0,0,3,3,0,100.0
SHP0175,V056,Refrigerated Van,1200.0,Fresh Milk,Chilled,2.0,8.0,167,2026-08-23,2026-08-03,Chennai,Mumbai,251.0,Completed,Review,Compliant,Valid,Complete,Deviation,51,0,0,5.051,3.82,5.98,0.43,85.53,85.76,8,0,1,0,4,4,0,100.0
SHP0176,V063,Refrigerated Van,500.0,Fresh Paneer,Chilled,2.0,8.0,73,2026-08-22,2026-08-01,Mumbai,Bengaluru,212.0,Completed,Compliant,Compliant,Valid,Complete,Normal,43,0,0,4.986,3.78,6.18,0.472,83.88,86.05,7,0,0,0,2,2,0,100.0
SHP0177,V031,Refrigerated Van,750.0,Frozen Corn,Frozen,-25.0,-18.0,266,2026-08-11,2026-08-07,Bangalore,Pune,201.0,Completed,Non-Compliant,Critical,Valid,Complete,Normal,41,0,0,-20.461,-21.76,-15.33,1.584,83.48,85.66,7,0,0,0,4,4,0,100.0
SHP0178,V072,Refrigerated Van,1000.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,208,2026-08-07,2026-08-07,Madurai,Kochi,212.0,Completed,Compliant,Compliant,Valid,Complete,Normal,43,0,0,-20.959,-21.75,-20.08,0.363,85.05,84.02,6,0,0,0,2,2,0,100.0
